track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,released_date,cluster
Kiss Me More (feat. SZA),"SZA, Doja Cat",5,2001,4,18,1840,13,148621,40,15,177,9,26,139.40529106534882,G#,Major,78.51753488585884,71.5738143777775,89.71389902976233,10.15285687867311,0.1683556066044422,13.54485496989258,28.94383039303476,2001-04-18,0
In Da Club,50 Cent,3,2002,1,18,3938,2,112578,112,8,34,2,44,103.98675836265242,F#,Minor,55.96053888298534,42.01668446905303,46.43547118967333,45.80342444509202,42.50587232028919,37.89277639394163,9.833408280523802,2002-01-18,1
Last Last,Burna Boy,5,2003,11,29,1249,6,112813,71,14,146,4,19,139.2401453670862,D#,Minor,78.98408940135874,61.562155027255216,88.04737612747329,13.108206761375168,8.702195445652697,12.494353703403997,21.42038250709617,2003-11-29,1
Merry Christmas,"Ed Sheeran, Elton John",1,1971,9,8,2413,3,183851,142,10,135,3,34,94.1998801642032,Unknown,Major,50.65607135893242,42.463748778489766,52.55634099257399,51.13533512203461,24.47513955302788,50.38051083236935,10.97422316682202,1971-09-08,0
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2005,2,11,1465,17,108859,24,4,19,3,37,149.60523403923764,A,Major,76.83536680434754,62.12337121170313,72.97425510064468,21.91622249413466,6.744413691746825,17.967671859236248,17.851073510606252,2005-02-11,0
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",2,2004,5,9,1337,15,91925,65,1,23,6,23,134.29455669941655,F#,Minor,92.221122659099,67.30171294277729,83.92203623673582,12.444922823663706,3.065015002444161,14.628582448146362,28.467329838105226,2004-05-09,1
(It Goes Like) Nanana - Edit,Peggy Gou,1,1996,4,19,3006,10,171345,89,5,82,4,26,96.41910916175564,G,Minor,58.443653818405416,51.79315147108122,50.65216966557638,65.12177467757436,42.02517458125956,41.82166220132015,13.724894207934025,1996-04-19,1
vampire,Olivia Rodrigo,3,1969,7,13,3054,1,121272,199,9,38,9,24,92.7450224725123,F,Major,47.20869279329213,46.90319230184774,42.545940903482965,66.64000860919012,43.18064014786175,44.91785674602169,6.546396914057231,1969-07-13,0
Pantysito,"Feid, Alejo, Robi",1,1961,2,25,4088,5,174066,174,10,140,9,24,90.06855663602437,G,Minor,51.38105417178807,59.55669239910797,54.02263721562935,60.04072570047798,44.36076104895642,50.4660455802248,8.754606599414512,1961-02-25,1
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2002,11,19,4619,8,183856,192,9,131,1,0,108.7033226633316,D,Minor,57.06100972486955,53.36488528322832,48.90229337241587,52.21173209435776,41.95477179109274,37.99520225929137,14.992292756660303,2002-11-19,1
TO THE MOON,Jnr Choi,3,2015,2,2,759,1,134898,204,1,113,3,15,140.88161680839954,D,Major,90.35725281438168,60.39911723781479,73.01726202709676,24.429204630457743,2.520757295803944,15.817144163453392,20.74191160433507,2015-02-02,0
SLOW DANCING IN THE DARK,Joji,1,2015,9,29,2509,14,71360,48,6,49,4,5,140.17450887894964,D#,Major,84.5666380722701,62.591435890783096,76.31081072006234,16.01434976898483,5.058143713736807,13.197803562262123,18.207373414948293,2015-09-29,0
Forgot About Dre,"Eminem, Dr. Dre",2,2001,12,7,190,3,189699,260,16,143,3,36,90.88627248227556,G#,Major,57.8145510565845,44.74661136040088,47.65031777238814,55.04433518540991,36.07979832830117,47.46265743138515,13.201811465177617,2001-12-07,0
The Hills,The Weeknd,1,1986,11,25,1767,17,71160,37,0,168,1,42,107.61330571555769,Unknown,Minor,48.57834357795487,50.389314756339694,52.833906621100205,59.69838718457256,44.6702054491068,35.36674402671692,9.00923242228676,1986-11-25,1
XQ Te Pones Asï¿,"Yandel, Feid",4,1998,9,9,4882,0,173792,76,18,80,9,47,108.7648483114755,A#,Major,40.94414625785711,40.91250071376061,47.70229319906521,59.90307018365934,39.26499686419714,35.753894327666835,6.347421476554862,1998-09-09,0
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2009,3,23,2842,5,128460,148,1,182,5,40,130.15641403804523,E,Major,81.12182369535464,76.47523591863838,83.1412994010598,14.056075289070185,2.3097220482841485,14.691978646474464,28.67700996271981,2009-03-23,0
Seek & Destroy,SZA,2,2011,2,25,619,14,37622,296,12,71,3,41,139.55735103658532,C#,Major,82.09997182016558,62.57262240005433,76.48371137393848,22.830898311874414,9.852141476619424,13.733985779108863,15.606536677313766,2011-02-25,0
Good Days,SZA,2,2012,10,9,4956,4,178482,257,6,189,9,2,139.39554147529168,C#,Minor,75.07151932989557,71.0832359920372,70.16775937238022,12.535963940151184,8.484241678143096,15.049016100041898,29.84769741403409,2012-10-09,1
Monï¿½ï¿½y so,YEAT,2,2021,12,10,388,13,181957,150,8,101,9,21,91.9918522279224,D,Major,53.14532821041826,41.525383676713005,54.89089698555279,44.178698328064,36.74315748739872,31.58787922179668,7.780828205653549,2021-12-10,0
BackOutsideBoyz,Drake,1,2005,2,20,253,15,186776,111,15,139,0,22,145.57855082168328,F,Minor,94.6067982459532,79.14821586158743,78.39759020371861,5.880930478465918,7.193328051241278,12.48465671555654,21.4089921345836,2005-02-20,1
Toxic,BoyWithUke,4,1957,10,20,2212,19,63593,273,15,113,5,46,145.86329066984334,G#,Minor,85.25908932332831,68.62884897548051,75.29027433632686,9.729615752218317,6.449531313466914,11.645021608738956,17.265250863959892,1957-10-20,1
"Hey, Mickey!",Baby Tate,1,2017,7,4,1454,15,192468,136,9,19,0,49,92.45807587975293,D,Major,51.89673994516132,57.5065570081032,41.392614853129054,53.98605914324155,32.244651888483375,39.68879429113945,7.889881903353382,2017-07-04,0
The Heart Part 5,Kendrick Lamar,4,2000,5,30,4979,8,161319,194,1,49,2,42,102.75063274284491,G#,Minor,41.759604934469095,48.43986108689877,42.62618135131298,42.2639279944438,40.07776783836692,54.95661413203917,11.883222868264486,2000-05-30,1
Somewhere Only We Know,Keane,1,2012,4,5,4564,6,65165,130,0,61,9,31,109.15228600962412,A,Major,45.09602286229556,49.4656782957366,50.6728949832989,63.644908592365226,29.485283185090445,42.171809993084906,13.821758006851338,2012-04-05,0
Mary On A Cross,Ghost,3,2009,2,18,1427,6,34147,162,4,142,8,0,97.26165538891856,B,Major,48.325592040362366,49.99093495716335,58.95515736451069,66.15857565442208,27.909493560626853,40.68892699346821,7.160962801275309,2009-02-18,0
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",1,2018,3,13,2463,10,4863,10,18,55,5,24,142.10508186356455,Unknown,Major,81.9385335697667,72.38406815486196,81.59528293015717,17.16463240624124,4.762702308541533,19.53906852260453,20.94476684934726,2018-03-13,0
Zona De Perigo,Leo Santana,1,2005,4,17,3411,19,88249,44,1,159,0,16,137.60019240496146,F,Major,77.3745488931141,65.28172977366525,70.31559034728606,5.438551373376599,4.43859647152096,9.34735304764027,16.292896000765495,2005-04-17,0
Cool for the Summer,Demi Lovato,4,2010,8,8,4811,5,28243,252,11,182,2,28,92.6919165350048,F,Minor,41.48842072043653,46.28741838548401,43.8649416878457,68.91080258695001,40.00712654122577,32.54674415045626,14.22472764801622,2010-08-08,1
The Astronaut,Jin,5,2001,10,31,4326,1,77175,179,13,133,4,18,148.19857001449716,F,Major,91.38978274386592,73.55742207150922,74.47425377344413,17.0387953571657,5.23753922007054,16.142795680043967,18.622954926619173,2001-10-31,0
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",4,2019,7,8,323,12,179987,143,15,68,4,44,141.94195242636837,E,Major,84.5746298915196,71.65223688257424,81.27024336159835,11.710204887382346,2.563838567045611,10.02640124690592,25.702059112649327,2019-07-08,0
Andrea,"Buscabulla, Bad Bunny",4,2006,12,28,4482,2,140904,47,19,94,5,26,137.71414706652618,C#,Minor,93.25839758036363,71.99520008199282,76.90621044817588,24.57862522750508,1.630389580888183,7.389599474935549,21.204345203296445,2006-12-28,1
SOS,SZA,5,2016,1,10,1386,0,196344,175,14,83,8,23,149.91399272634314,G,Minor,85.8657198906569,67.71283547620762,83.12788987654905,7.713432510352671,5.843476448043406,19.41191257749218,19.243380453568708,2016-01-10,1
Agosto,Bad Bunny,5,2013,5,8,507,17,152277,68,16,159,0,17,101.77180865015586,C#,Minor,47.48094278464587,43.34412048024262,54.836010996589366,47.913519673553694,37.78229010690536,46.97115088495018,12.882528681648283,2013-05-08,1
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",1,2008,8,8,3771,18,118147,233,9,161,8,32,134.5749642066329,B,Major,84.71409363455041,66.12021444236396,88.95719476710616,12.368164903295195,7.327693847206033,18.878240634234796,27.457543812941367,2008-08-08,0
So Good,Halsey,4,2003,11,26,4422,3,175091,153,12,174,6,35,91.3646288422871,D#,Minor,45.90454871241639,44.42864519914495,46.73737568699282,41.46880080474455,39.012700004469465,51.44714516679625,6.574396847356549,2003-11-26,1
Falling,Harry Styles,4,2002,2,14,4101,16,153714,215,7,161,3,23,135.03122696820935,E,Major,76.45418702901843,73.6745737583374,79.4052281625803,17.727970019578898,6.021187458656955,9.30670226169004,20.620573464373056,2002-02-14,0
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",1,1995,3,19,1604,6,116541,64,14,199,0,28,102.96830105666837,B,Minor,42.48932679432558,54.71253507283716,35.90223409769608,53.10218229544773,22.078277827148696,54.57521898419325,12.535064416509355,1995-03-19,1
The Motto,"Tiï¿½ï¿½sto, Ava",5,2019,5,23,4574,6,169133,180,17,148,7,37,142.71187052141235,G,Minor,94.20545382293317,63.59474405629564,76.83083093525896,10.357937177560071,4.915514488769153,10.333749859031968,19.47268739732782,2019-05-23,1
Dua Lipa,Jack Harlow,3,2008,7,19,3818,9,153169,71,11,122,3,13,134.31735946505611,B,Major,94.10023432253745,77.77104559648424,77.1605639819546,8.840887693575832,2.504116592283933,18.28385497006832,15.796750380826245,2008-07-19,0
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2001,1,8,1886,3,174732,274,12,80,0,15,145.9672756905938,B,Minor,91.83675975765678,63.89984896441041,74.42966712454059,8.121579938610626,6.929512763487722,14.310180186548042,20.064356409191333,2001-01-08,1
Gato de Noche,"Nengo Flow, Bad Bunny",4,2022,1,15,3568,2,46609,298,19,161,1,0,140.85746529767192,G#,Major,91.53684560595084,72.12255865975776,80.92652559273716,6.755687171418767,8.59786589621324,6.527028071248413,22.71295988035156,2022-01-15,0
this is what falling in love feels like,JVKE,1,2009,12,27,4824,2,149300,186,1,65,7,28,95.91068155253848,B,Major,54.83557989397352,40.2974499901971,39.18475959851747,54.402684420589445,40.18526565010748,47.21890709906383,5.79130870231544,2009-12-27,0
Heather,Conan Gray,3,2022,8,2,1537,0,77134,47,17,179,3,23,98.98496634791348,F,Major,46.27281521718674,42.28358558892941,41.97711644083849,43.03810736233992,48.74662593191738,53.78037214171417,9.573811369845242,2022-08-02,0
Lovers Rock,TV Girl,5,2017,1,6,1728,18,87230,35,5,83,9,29,145.8786511017795,F,Minor,76.57732334907578,75.7633937923843,86.05675020691154,6.486450242148305,8.736148428632951,11.67518873065278,28.030972485065558,2017-01-06,1
Ditto,NewJeans,2,2020,7,7,542,2,43157,172,7,56,1,46,137.01528713466985,F#,Minor,89.45032676195162,67.6107714718743,85.22730883938284,12.809778562445654,3.6859016775470903,18.14803437268298,29.408355866877077,2020-07-07,1
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",1,2012,1,18,910,17,189387,280,15,62,1,33,136.73267871794965,A,Major,87.42922933394313,77.67185662569185,77.1184771177692,21.03427694203624,1.5168138712026558,6.019735597983654,24.51578197137536,2012-01-18,0
Kahani Suno 2.0,Kaifi Khalil,5,2013,3,25,4413,19,180528,152,10,92,4,32,141.78360111460532,B,Major,76.59107958407048,65.05415831447843,77.14514273103265,8.932449579027253,0.8335874165389356,13.853422457676288,17.501113568365717,2013-03-25,0
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",1,2018,2,15,4847,16,174609,220,2,164,1,7,95.6852001258312,C#,Major,43.79300175104717,50.78016637805203,32.23923627704739,46.75237787425445,39.283259315811634,44.29389291028028,9.44870512420232,2018-02-15,0
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2012,4,3,2002,3,188650,17,9,35,2,35,108.2952666051022,D,Major,47.27691596156019,47.1482198137757,48.6545401720161,62.95349580236674,25.333504462132737,41.4086635307344,5.994072162850083,2012-04-03,0
Santa Tell Me,Ariana Grande,5,2011,6,23,108,9,197214,59,19,100,6,25,99.34387562355494,G,Major,54.85035503769879,40.23658369951724,56.94479070415089,49.50064440224327,34.58860196262371,31.45753309484484,6.377862761397937,2011-06-23,0
BREAK MY SOUL,Beyoncï¿,4,2005,12,12,187,9,97241,74,9,149,6,23,136.38681158093564,C#,Minor,93.14011146008502,73.3963110565533,73.13360456130316,19.166824336196694,3.69750642613889,13.781841229740088,22.757502501875077,2005-12-12,1
Sweet Nothing,Taylor Swift,3,2016,12,5,905,2,138529,129,16,59,0,19,95.41655686701552,Unknown,Major,46.35292457549032,41.19312980227851,57.04094566600151,58.41252923917624,22.80339237428401,39.8280760144482,13.942010187780594,2016-12-05,0
A Holly Jolly Christmas - Single Version,Burl Ives,4,2002,8,4,1726,13,10850,99,2,70,7,13,139.95008388549897,Unknown,Major,76.83222329901314,66.88033381954811,78.24188524305478,12.967532984540105,1.533787661010273,6.009227715115829,22.789762535190818,2002-08-04,0
Chance,Paulo Londra,3,2019,1,25,4580,19,23584,111,13,171,3,34,135.1254447358398,C#,Minor,75.49415826870343,71.11405919345557,82.84993499148419,20.53065108456046,0.5854324303421077,18.74393635926214,16.67329187006144,2019-01-25,1
Dynamite,BTS,4,1960,9,15,4911,2,54863,195,3,86,8,19,109.65618677544654,F#,Minor,50.81702684565379,47.61412561149305,43.77701915055797,42.277183530641366,39.94954488511495,55.800422752959165,7.443868996720102,1960-09-15,1
SloMo,Chanel,1,2003,7,9,752,16,128163,23,7,186,4,45,132.5153759972433,C#,Minor,82.4402714112137,67.73838428568624,75.74785218591393,19.88832608516957,6.158512682584158,16.993096954729275,27.84624221523989,2003-07-09,1
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",5,2007,10,28,4125,3,112744,270,14,118,2,10,104.28330138419574,G,Major,45.58699882356177,54.30921274377486,45.04785035165618,66.67460742407359,41.70213410106346,34.8420110887062,14.395824175315427,2007-10-28,0
Sweet Child O' Mine,Guns N' Roses,3,1972,5,12,4439,1,17110,190,0,179,5,26,132.7017349584753,F#,Major,88.16519441660807,77.41093726412466,87.40696730982947,14.325977282784423,0.7936524516509214,16.52552450299884,28.01172612874533,1972-05-12,0
Lï¿½ï¿½ï¿,Stromae,4,2017,6,1,2175,13,35242,279,1,100,9,5,135.29554692954508,D,Minor,80.16326132020626,66.06742475196927,86.70440413017306,14.336857018114218,5.137666179166949,12.55771115155735,28.88620927303097,2017-06-01,1
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",1,2002,1,31,89,7,10672,259,10,158,0,7,96.80067202944063,B,Minor,59.77434352973492,41.76798466857246,42.86403778753281,68.83835576181112,26.98150363942209,47.62403800125265,6.753279323899488,2002-01-31,1
Miss You,Southstar,2,1972,11,1,2311,3,175910,85,7,35,4,47,92.8253095343142,A,Major,45.09599112961417,54.039203964995686,51.37504504271631,61.25445239956751,32.73849883223151,42.80233257557255,11.14742620647356,1972-11-01,0
On BS,"Drake, 21 Savage",2,2015,9,22,4766,10,197930,147,19,164,9,21,130.8753805412169,A,Major,85.73079107314027,78.69657150632521,77.29721013965563,15.87787820064866,0.7221730091383272,8.538422494069255,16.5645945390776,2015-09-22,0
Boyfriend,Dove Cameron,2,2016,11,27,3341,18,66403,57,5,121,6,43,146.3098639836928,G,Minor,84.26399456344285,74.94888394574993,78.87708879477047,14.67932122931913,1.4608455949642474,9.41335272485438,16.347682750815782,2016-11-27,1
REMIX EXCLUSIVO,Feid,4,2014,8,9,1942,9,198186,238,13,120,3,3,93.16832787538952,F,Minor,55.701296080383415,45.52941820468549,43.82936425574266,53.86667654013846,44.55914876797355,30.26639320621818,10.639720096915784,2014-08-09,1
A Tale By Quincy,The Weeknd,1,2019,1,29,2031,18,144873,118,1,37,3,24,90.99144110086344,F,Minor,50.876784889876326,47.04270921634529,44.660889303041074,47.08898397477143,47.5403928306053,33.46705340377503,13.53219545011257,2019-01-29,1
Shirt,SZA,1,1971,1,16,1911,6,196070,285,8,75,9,37,130.89670584387014,D#,Minor,86.17123479851264,69.64999802430006,79.10943292993599,12.34212566537517,2.6500562520191986,9.03916893841988,27.582854506176083,1971-01-16,1
Zona De Perigo,Leo Santana,2,2019,5,15,2951,9,156993,203,5,95,4,43,101.56952439496033,F,Major,45.8022339352176,52.62382888545666,54.352589276171486,55.79190679574337,30.08336901453761,31.7448038464493,13.835378530735657,2019-05-15,0
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",5,2017,6,30,126,3,93391,150,7,157,7,45,97.12438277945952,A,Major,51.6620571947865,41.20562196314568,39.22444861091677,49.07059387077484,42.40534420886395,50.71167715014695,12.061610537263617,2017-06-30,0
Die For You,Joji,3,2015,8,13,1575,4,128893,235,5,139,9,10,100.25179127515538,G#,Major,49.58966433177527,42.71743200019687,35.717432131206444,44.64252478947636,31.75063494828532,39.86618816415021,14.336414578832668,2015-08-13,0
Born With A Beer In My Hand,Morgan Wallen,4,2014,9,18,3697,5,15066,56,0,82,8,7,109.16915552495576,Unknown,Major,46.36708514620963,57.22626684485122,32.42544551691705,52.80110440101147,45.82349161992301,32.27432873362231,5.781608485100085,2014-09-18,0
It'll Be Okay,Shawn Mendes,1,2011,3,25,1393,4,164246,202,17,33,8,11,99.47732116624866,G,Major,44.57224584893761,52.994253548028354,58.230267661018175,46.03093846490536,39.41142156540917,49.044518892942,5.520479566892378,2011-03-25,0
Leï¿½,Marï¿½ï¿½lia Mendo,1,1979,8,27,4152,5,194762,203,9,191,2,26,134.755691285488,F#,Major,89.49233701645527,60.81536668185535,89.10185871480749,6.413956069411881,2.2775404807184363,18.486835640181248,26.979231131095275,1979-08-27,0
Chanel,"Becky G, Peso Pluma",1,2004,10,12,4818,18,190933,125,13,144,0,10,134.20582252065702,D,Major,91.83653254551412,78.07319830848434,84.60526719788254,19.662834617816756,1.0919790450372502,17.649593634491197,21.334427759994952,2004-10-12,0
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,5,2000,9,10,4705,11,132394,286,13,195,2,26,134.43706069873568,E,Major,86.14443570706551,63.83173629885224,72.45534488108069,7.5621086213156,9.362916886346625,5.794846954613607,23.32823541094964,2000-09-10,0
Nonsense,Sabrina Carpenter,3,2007,1,8,2635,13,56192,106,7,190,5,37,109.85555132131353,G#,Major,49.82618043597889,57.170982487679,31.834384250224247,49.30926875133279,47.40919640832234,30.543276768291907,11.549978276188051,2007-01-08,0
Aguacero,Bad Bunny,4,1988,1,9,4648,7,113355,74,16,114,3,3,148.14139188781368,F#,Minor,81.51990051266081,67.68627724188153,79.02034387341422,14.750641602046382,7.229656895595995,15.39274847491322,25.822097638811844,1988-01-09,1
Notice Me,SZA,5,2009,6,17,70,0,35650,170,5,12,6,44,132.8148273133772,F,Major,87.92757509157231,73.05213487873448,71.080937817931,23.59535977560687,6.754652487632264,10.353928012828014,22.883939305924244,2009-06-17,0
Driving Home for Christmas - 2019 Remaster,Chris Rea,2,2012,6,30,4471,0,82792,24,5,153,3,39,135.04665107655052,A,Major,75.76348702849086,77.13157059091219,89.88589648350361,14.847308594445304,1.0441130952674682,8.660604235132201,22.84461642738888,2012-06-30,0
Alone,Burna Boy,5,1970,10,10,2880,16,67829,103,9,149,2,4,142.50734074522052,E,Minor,81.12531262503865,75.48906580703678,87.04610687960813,22.12879135221454,3.990413783250183,10.286999853876775,23.17577640570189,1970-10-10,1
